Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/08/2020,02/01/2020,11/07/2020,MN,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,264,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,45-54,11,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,55-64,31,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,65-74,30,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,75-84,39,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,85+,31,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Sepsis,Sepsis,A40-A41,All Ages,145,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,18,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,30,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,59,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,64,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,175,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,45-54,19,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,55-64,53,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,65-74,105,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,75-84,149,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,85+,134,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Diabetes,Diabetes,E10-E14,All Ages,465,
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,55-64,18,
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,65-74,29,
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,75-84,12,
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Obesity,Obesity,E65-E68,All Ages,80,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,45-54,0,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,65-74,20,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,75-84,67,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,85+,183,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Alzheimer disease,Alzheimer disease,G30,All Ages,272,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,69,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,194,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,380,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,652,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,45-54,16,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,55-64,23,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,65-74,44,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,75-84,54,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,85+,83,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,Renal failure,Renal failure,N17-N19,All Ages,222,
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,24,
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,26,
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,29,
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,80,
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,169,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,17,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,23,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,83,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,251,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,432,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,679,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,870,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2355,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,25-34,12,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,35-44,19,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,45-54,71,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,55-64,196,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,65-74,403,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,75-84,657,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,85+,1118,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MN,COVID-19,COVID-19,U071,All Ages,2479,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,19,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,42,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,96,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,255,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,399,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,416,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,323,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1557,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,45,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,82,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,96,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,70,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,308,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,18,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,45,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,86,
11/08/2020,02/01/2020,11/07/2020,MS,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,140,
